HR,PGE,SCE,SDGE,VEA,CAISO,Datetime
11,10703.46,12018.54,2173.16,66.83,24961.99,2023-06-13 11:00:00
12,10568.56,11855.7,2069.73,84.04,24578.01,2023-06-13 12:00:00
13,10302.37,11658.98,2200.23,121.78,24283.36,2023-06-13 13:00:00
14,10527.76,11259.12,1894.69,125.46,23807.03,2023-06-13 14:00:00
15,10603.41,10674.48,1625.19,127.58,23030.65,2023-06-13 15:00:00
16,11136.43,10634.64,1589.37,136.14,23496.58,2023-06-13 16:00:00
17,11550.78,11007.42,1714.55,111.42,24384.16,2023-06-13 17:00:00
18,11947.34,11473.36,1992.8,92.99,25506.49,2023-06-13 18:00:00
19,12836.03,12011.47,2290.14,89.57,27227.22,2023-06-13 19:00:00
20,13301.73,12407.01,2449.23,83.95,28241.91,2023-06-13 20:00:00
21,13532.73,12632.11,2449.81,78.93,28693.57,2023-06-13 21:00:00
22,13413.59,12343.16,2402.31,71.8,28230.86,2023-06-13 22:00:00
23,12574.28,11715.94,2242.54,62.93,26595.69,2023-06-13 23:00:00
0,11747.83,11120.18,2130.91,56.18,25055.1,2023-06-14 00:00:00
1,11235.31,10480.84,2152.06,51.12,23919.34,2023-06-14 01:00:00
2,10815.74,9981.12,2093.98,48.07,22938.9,2023-06-14 02:00:00
3,10396.68,9720.13,1917.43,46.05,22080.29,2023-06-14 03:00:00
4,10240.78,9633.76,1908.01,45.03,21827.58,2023-06-14 04:00:00
5,10345.92,9765.52,1912.13,46.38,22069.95,2023-06-14 05:00:00
6,10751.55,10065.02,1958.7,47.96,22823.23,2023-06-14 06:00:00
7,11226.65,10545.8,2037.99,50.9,23861.33,2023-06-14 07:00:00
8,11976.72,11138.54,2404.85,53.94,25574.05,2023-06-14 08:00:00
9,11983.0,11632.22,2446.32,61.36,26122.91,2023-06-14 09:00:00
10,11404.52,12036.1,2390.43,59.59,25890.63,2023-06-14 10:00:00
11,10754.0,12468.96,2260.49,69.0,25552.45,2023-06-14 11:00:00
12,10415.52,12535.36,2090.38,73.91,25115.17,2023-06-14 12:00:00
13,10427.31,11969.51,1834.07,77.63,24308.52,2023-06-14 13:00:00
14,10791.95,11698.42,1635.73,92.41,24218.53,2023-06-14 14:00:00
15,11334.03,11328.74,1505.56,91.09,24259.42,2023-06-14 15:00:00
16,12125.74,11640.71,1543.91,87.33,25397.69,2023-06-14 16:00:00
17,12792.51,11948.0,1730.09,114.11,26584.7,2023-06-14 17:00:00
18,12956.98,12274.12,2099.73,117.78,27448.62,2023-06-14 18:00:00
19,13576.12,12481.16,2395.68,104.13,28557.09,2023-06-14 19:00:00
20,13976.51,12943.2,2555.76,80.27,29555.74,2023-06-14 20:00:00
21,14206.34,13086.15,2604.46,76.05,29972.99,2023-06-14 21:00:00
22,13926.64,12704.65,2505.95,70.17,29207.4,2023-06-14 22:00:00
23,12972.82,12102.49,2357.98,62.57,27495.86,2023-06-14 23:00:00
0,12006.9,11619.63,2172.07,56.07,25854.67,2023-06-15 00:00:00
1,11486.3,10876.36,2189.21,51.5,24603.38,2023-06-15 01:00:00
2,11011.31,10427.03,2135.54,48.85,23622.73,2023-06-15 02:00:00
3,10660.97,10188.65,2065.74,47.49,22962.85,2023-06-15 03:00:00
4,10426.17,10043.15,1973.28,46.02,22488.62,2023-06-15 04:00:00
5,10451.37,10146.21,1962.64,47.71,22607.93,2023-06-15 05:00:00
6,10814.76,10421.26,2076.11,49.85,23361.97,2023-06-15 06:00:00
7,11210.56,10877.08,2150.31,51.8,24289.76,2023-06-15 07:00:00
8,12063.69,11229.7,2193.52,57.51,25544.43,2023-06-15 08:00:00
9,11793.4,11500.16,2174.71,85.15,25553.42,2023-06-15 09:00:00
10,11393.34,12079.23,2231.13,114.41,25818.11,2023-06-15 10:00:00
11,10991.72,12539.22,2139.36,120.42,25790.73,2023-06-15 11:00:00
12,10818.86,12619.63,1859.51,83.31,25381.31,2023-06-15 12:00:00
13,10805.64,12499.73,1631.09,79.38,25015.85,2023-06-15 13:00:00
14,11110.57,12306.88,1656.08,86.8,25160.34,2023-06-15 14:00:00
15,11487.49,11989.43,1713.03,90.0,25279.96,2023-06-15 15:00:00
16,11980.26,11880.22,1615.69,92.73,25568.89,2023-06-15 16:00:00
17,12765.86,11912.52,1950.19,95.42,26723.99,2023-06-15 17:00:00
18,13217.83,12093.12,2141.19,97.42,27549.56,2023-06-15 18:00:00
19,13812.33,12331.74,2384.12,94.64,28622.83,2023-06-15 19:00:00
20,14164.43,12601.92,2552.25,89.22,29407.83,2023-06-15 20:00:00
21,14248.19,12759.37,2559.87,84.28,29651.71,2023-06-15 21:00:00
22,13973.71,12660.43,2552.26,78.69,29265.09,2023-06-15 22:00:00
23,13042.01,12085.33,2353.72,69.75,27550.81,2023-06-15 23:00:00
0,12115.13,11400.52,2165.32,61.61,25742.59,2023-06-16 00:00:00
1,11549.15,10823.99,2163.29,55.43,24591.86,2023-06-16 01:00:00
2,11050.46,10415.36,2093.96,51.7,23611.49,2023-06-16 02:00:00
3,10665.67,10133.46,2033.62,49.21,22881.96,2023-06-16 03:00:00
4,10447.39,10008.06,1983.04,47.69,22486.18,2023-06-16 04:00:00
5,10513.11,10153.88,2038.9,47.77,22753.67,2023-06-16 05:00:00
6,10825.12,10517.76,2026.92,49.14,23418.94,2023-06-16 06:00:00
7,11234.42,10834.53,2008.77,50.3,24128.03,2023-06-16 07:00:00
8,11377.96,11040.11,1878.05,50.7,24346.82,2023-06-16 08:00:00
9,11766.55,11727.0,1822.59,51.72,25367.86,2023-06-16 09:00:00
10,11679.56,12038.89,1996.72,54.86,25770.03,2023-06-16 10:00:00
11,11188.09,12461.21,1686.92,54.22,25390.43,2023-06-16 11:00:00
12,10928.55,12317.17,1698.18,58.28,25002.18,2023-06-16 12:00:00
13,10869.85,11814.13,1629.34,61.97,24375.28,2023-06-16 13:00:00
14,11002.18,11657.86,1670.22,66.66,24396.92,2023-06-16 14:00:00
15,11429.16,11761.92,1572.22,72.01,24835.3,2023-06-16 15:00:00
16,11785.58,11975.64,1691.79,77.37,25530.38,2023-06-16 16:00:00
17,12321.68,12413.41,1890.05,82.12,26707.25,2023-06-16 17:00:00
18,13207.06,12950.2,2188.76,85.02,28431.04,2023-06-16 18:00:00
19,14028.39,13136.25,2462.75,84.83,29712.23,2023-06-16 19:00:00
20,14266.1,13193.13,2532.59,81.69,30073.54,2023-06-16 20:00:00
21,14191.89,13226.16,2579.9,77.1,30075.05,2023-06-16 21:00:00
22,13929.88,13089.88,2554.26,70.59,29644.62,2023-06-16 22:00:00
23,13073.7,12484.24,2401.08,62.98,28022.01,2023-06-16 23:00:00
0,12183.08,11793.63,2282.47,56.43,26315.6,2023-06-17 00:00:00
1,11539.8,11113.47,2213.8,51.23,24918.3,2023-06-17 01:00:00
2,11007.63,10510.8,2110.45,48.03,23676.92,2023-06-17 02:00:00
3,10593.28,10200.68,2023.78,45.64,22863.39,2023-06-17 03:00:00
4,10282.24,9925.21,1930.95,44.78,22183.17,2023-06-17 04:00:00
5,10180.18,9869.64,1907.98,44.33,22002.13,2023-06-17 05:00:00
6,10295.84,9782.32,1928.3,44.77,22051.24,2023-06-17 06:00:00
7,10397.27,9759.84,1974.48,46.79,22178.39,2023-06-17 07:00:00
8,10698.76,9749.67,2067.03,48.75,22564.22,2023-06-17 08:00:00
9,10893.11,10228.03,2051.66,51.69,23224.5,2023-06-17 09:00:00
10,10332.88,10546.23,1957.51,56.6,22893.21,2023-06-17 10:00:00
11,10160.94,10848.37,1664.77,64.05,22738.13,2023-06-17 11:00:00
12,9673.57,10571.83,1535.81,74.94,21856.16,2023-06-17 12:00:00
13,9705.85,10958.76,1326.61,74.79,22066.0,2023-06-17 13:00:00
14,9931.01,11010.74,1294.95,107.97,22344.68,2023-06-17 14:00:00
15,10344.55,11341.76,1401.55,136.48,23224.34,2023-06-17 15:00:00
16,11036.07,11669.41,1566.57,101.52,24373.57,2023-06-17 16:00:00
17,11488.03,12323.13,1788.93,93.75,25693.84,2023-06-17 17:00:00
18,12150.32,12999.2,2107.32,96.09,27352.93,2023-06-17 18:00:00
19,13126.14,13299.38,2297.67,94.72,28817.92,2023-06-17 19:00:00
20,13610.11,13410.91,2469.17,90.33,29580.51,2023-06-17 20:00:00
21,13601.97,13393.42,2547.58,85.22,29628.19,2023-06-17 21:00:00
22,13576.88,12745.13,2502.22,88.45,28912.67,2023-06-17 22:00:00
23,12601.24,12265.57,2346.15,70.55,27283.5,2023-06-17 23:00:00
0,11790.01,11616.45,2229.06,63.95,25699.47,2023-06-18 00:00:00
1,11232.22,10947.35,2184.07,59.19,24422.83,2023-06-18 01:00:00
2,10663.89,10450.53,2092.27,54.46,23261.16,2023-06-18 02:00:00
3,10264.56,10019.34,2035.63,51.75,22371.28,2023-06-18 03:00:00
4,9972.1,9762.53,1930.01,50.21,21714.85,2023-06-18 04:00:00
5,9800.98,9549.95,1883.4,49.4,21283.73,2023-06-18 05:00:00
6,9748.52,9452.47,1897.57,49.19,21147.74,2023-06-18 06:00:00
7,9582.09,9353.59,1889.07,51.79,20876.54,2023-06-18 07:00:00
8,9970.05,9578.72,1956.1,56.11,21560.99,2023-06-18 08:00:00
9,9920.16,9986.57,1989.85,60.29,21956.86,2023-06-18 09:00:00
10,9579.56,10237.95,1854.07,64.22,21735.79,2023-06-18 10:00:00
11,9346.57,10493.46,1669.77,67.91,21577.71,2023-06-18 11:00:00
12,9161.56,10421.2,1567.93,70.86,21221.56,2023-06-18 12:00:00
13,9010.66,9877.37,1454.96,74.46,20417.44,2023-06-18 13:00:00
14,9167.58,9527.24,1232.13,79.12,20006.07,2023-06-18 14:00:00
15,9356.19,9494.9,1364.44,83.79,20299.32,2023-06-18 15:00:00
16,9595.92,9861.08,1451.73,88.93,20997.66,2023-06-18 16:00:00
17,10038.22,10423.68,1569.1,93.45,22124.46,2023-06-18 17:00:00
18,10862.09,11117.01,1893.53,95.85,23968.48,2023-06-18 18:00:00
19,11531.96,11690.89,2167.35,94.19,25484.4,2023-06-18 19:00:00
20,12081.23,12077.67,2313.95,89.24,26562.09,2023-06-18 20:00:00
21,12087.96,12233.33,2464.55,84.74,26870.58,2023-06-18 21:00:00
22,12058.09,12116.08,2403.37,77.77,26655.3,2023-06-18 22:00:00
23,11372.91,11572.95,2303.72,69.71,25319.29,2023-06-18 23:00:00
0,10623.75,10909.43,2130.53,62.68,23726.38,2023-06-19 00:00:00
1,10342.66,10356.95,2127.29,57.25,22884.14,2023-06-19 01:00:00
2,9945.92,10081.77,2047.16,52.98,22127.82,2023-06-19 02:00:00
3,9636.82,9657.59,1981.42,50.32,21326.15,2023-06-19 03:00:00
4,9517.84,9583.5,1904.24,48.96,21054.53,2023-06-19 04:00:00
5,9684.33,9635.79,1960.19,49.24,21329.55,2023-06-19 05:00:00
6,10037.4,10005.04,1965.8,50.44,22058.69,2023-06-19 06:00:00
7,10407.38,10379.12,2062.96,53.99,22903.45,2023-06-19 07:00:00
8,10637.63,10936.51,2271.53,57.27,23902.94,2023-06-19 08:00:00
9,10653.15,11487.33,2352.04,58.93,24551.44,2023-06-19 09:00:00
10,9970.79,11594.07,2440.61,59.93,24065.4,2023-06-19 10:00:00
11,9502.29,11813.66,2319.96,62.17,23698.09,2023-06-19 11:00:00
12,9420.41,11383.67,1706.44,65.09,22575.61,2023-06-19 12:00:00
13,9261.98,10949.66,1405.72,67.67,21685.02,2023-06-19 13:00:00
14,9293.84,10844.03,1326.52,73.0,21537.4,2023-06-19 14:00:00
15,9443.35,10609.19,1344.56,74.73,21471.84,2023-06-19 15:00:00
16,9585.01,10664.57,1494.56,79.3,21823.43,2023-06-19 16:00:00
17,10222.76,11214.9,1745.16,83.16,23265.98,2023-06-19 17:00:00
18,10818.7,11865.06,2058.67,85.47,24827.9,2023-06-19 18:00:00
19,11519.92,12458.28,2426.04,82.77,26487.01,2023-06-19 19:00:00
20,12223.08,12482.23,2523.18,77.32,27305.82,2023-06-19 20:00:00
21,12540.13,12856.26,2681.29,74.5,28152.18,2023-06-19 21:00:00
22,12532.1,12665.87,2580.7,68.16,27846.82,2023-06-19 22:00:00
23,11815.09,11952.36,2401.11,61.18,26229.74,2023-06-19 23:00:00
0,11073.5,11269.29,2205.66,55.07,24603.53,2023-06-20 00:00:00
1,10627.34,10638.93,2259.61,50.2,23576.07,2023-06-20 01:00:00
2,10219.14,10174.57,2124.32,47.19,22565.22,2023-06-20 02:00:00
3,9997.64,9955.02,2098.4,45.66,22096.71,2023-06-20 03:00:00
4,9975.11,9860.57,1941.68,45.28,21822.64,2023-06-20 04:00:00
5,9883.48,9832.65,1956.56,46.03,21718.72,2023-06-20 05:00:00
6,10275.0,10203.27,2022.59,48.15,22548.97,2023-06-20 06:00:00
7,10727.22,10443.38,2074.3,50.33,23295.23,2023-06-20 07:00:00
8,10779.2,10820.03,2099.25,51.75,23750.23,2023-06-20 08:00:00
9,10192.73,10952.92,2213.73,50.68,23410.06,2023-06-20 09:00:00
10,10007.64,11089.36,1905.73,50.6,23053.33,2023-06-20 10:00:00
11,9402.76,11352.32,1630.02,52.66,22437.76,2023-06-20 11:00:00
12,8895.82,11410.07,1470.47,55.44,21831.8,2023-06-20 12:00:00
13,8900.51,11453.06,1475.59,59.88,21889.05,2023-06-20 13:00:00
14,8976.26,11414.23,1479.43,64.94,21934.86,2023-06-20 14:00:00
15,9178.84,11549.11,1523.19,70.54,22321.68,2023-06-20 15:00:00
16,9527.27,11635.18,1643.32,73.5,22879.28,2023-06-20 16:00:00
17,10101.86,11968.61,1724.27,77.19,23871.93,2023-06-20 17:00:00
18,10639.71,12582.69,2069.11,80.6,25372.1,2023-06-20 18:00:00
19,11624.22,12821.05,2400.84,81.4,26927.51,2023-06-20 19:00:00
20,12249.13,12981.08,2505.69,78.04,27813.95,2023-06-20 20:00:00
21,12641.45,13076.62,2601.72,73.35,28393.13,2023-06-20 21:00:00
22,12662.29,12865.81,2543.02,66.99,28138.1,2023-06-20 22:00:00
23,11938.42,12037.19,2359.63,59.58,26394.81,2023-06-20 23:00:00
0,11155.82,11208.36,2138.16,53.43,24555.77,2023-06-21 00:00:00
1,10720.89,10576.51,2102.98,48.21,23448.6,2023-06-21 01:00:00
2,10314.06,10038.54,2002.61,45.61,22400.82,2023-06-21 02:00:00
3,10041.79,9763.32,1923.59,44.1,21772.8,2023-06-21 03:00:00
4,9878.81,9563.2,1888.52,43.9,21374.42,2023-06-21 04:00:00
5,10022.97,9662.96,1988.75,44.93,21719.6,2023-06-21 05:00:00
6,10539.76,9920.41,2006.34,47.36,22513.93,2023-06-21 06:00:00
7,11072.32,10250.32,2097.89,49.33,23469.87,2023-06-21 07:00:00
8,11085.07,10846.34,2267.09,49.9,24248.39,2023-06-21 08:00:00
9,10632.76,11507.52,2087.69,51.03,24278.99,2023-06-21 09:00:00
10,10444.48,11315.23,1752.03,52.13,23563.86,2023-06-21 10:00:00
11,9806.87,11658.78,1494.73,54.77,23015.15,2023-06-21 11:00:00
12,9476.84,11657.09,1370.07,57.97,22561.96,2023-06-21 12:00:00
13,9471.33,11739.77,1395.94,63.29,22670.33,2023-06-21 13:00:00
14,9540.44,11557.69,1319.57,69.08,22486.77,2023-06-21 14:00:00
15,9759.31,11357.63,1400.43,74.54,22591.9,2023-06-21 15:00:00
16,10066.65,11567.56,1553.73,79.31,23267.25,2023-06-21 16:00:00
17,10442.84,12109.49,1803.03,82.93,24438.29,2023-06-21 17:00:00
18,11415.82,12477.99,2092.81,85.25,26071.87,2023-06-21 18:00:00
19,12473.83,12846.16,2358.12,83.83,27761.94,2023-06-21 19:00:00
20,12805.85,13068.17,2504.06,78.81,28456.89,2023-06-21 20:00:00
21,13005.99,13087.94,2609.94,72.95,28776.82,2023-06-21 21:00:00
22,12918.48,12868.78,2535.97,66.77,28390.01,2023-06-21 22:00:00
23,12168.97,12110.26,2349.33,59.64,26688.2,2023-06-21 23:00:00
0,11335.77,11359.73,2210.42,53.5,24959.42,2023-06-22 00:00:00
1,10932.23,10673.69,2185.44,48.84,23840.2,2023-06-22 01:00:00
2,10520.93,10182.53,2089.34,46.04,22838.84,2023-06-22 02:00:00
3,10225.68,9809.32,1978.04,44.55,22057.59,2023-06-22 03:00:00
4,10029.92,9735.55,1920.08,44.38,21729.93,2023-06-22 04:00:00
5,10165.87,9768.21,1935.06,45.43,21914.57,2023-06-22 05:00:00
6,10526.93,10063.93,1954.11,47.09,22591.97,2023-06-22 06:00:00
7,11100.38,10415.17,2046.11,49.1,23610.76,2023-06-22 07:00:00
8,11237.31,10611.73,2244.82,50.37,24144.23,2023-06-22 08:00:00
9,11356.74,10964.06,2319.11,51.7,24691.61,2023-06-22 09:00:00
10,11216.46,11620.02,1979.19,53.28,24868.95,2023-06-22 10:00:00
11,10693.62,11772.83,1598.61,53.12,24118.18,2023-06-22 11:00:00
12,10126.65,11663.33,1325.08,55.39,23170.46,2023-06-22 12:00:00
13,9864.87,11483.06,1229.87,59.65,22637.45,2023-06-22 13:00:00
14,9811.78,11355.38,1267.67,64.24,22499.05,2023-06-22 14:00:00
15,10016.91,10923.02,1244.27,68.35,22252.54,2023-06-22 15:00:00
16,10529.83,10720.72,1390.02,72.24,22712.82,2023-06-22 16:00:00
17,11160.04,11069.58,1670.11,76.43,23976.15,2023-06-22 17:00:00
18,11579.4,11474.04,1925.13,79.75,25058.32,2023-06-22 18:00:00
19,11898.09,11826.3,2202.62,79.37,26006.38,2023-06-22 19:00:00
20,12243.99,12093.87,2347.15,76.18,26761.2,2023-06-22 20:00:00
21,12742.29,12402.47,2518.91,71.09,27734.75,2023-06-22 21:00:00
22,12613.98,12267.31,2461.34,65.92,27408.52,2023-06-22 22:00:00
23,12157.51,11643.38,2238.93,60.2,26100.02,2023-06-22 23:00:00
0,11394.8,10890.41,2090.14,54.06,24429.42,2023-06-23 00:00:00
1,10988.01,10406.91,2110.94,49.33,23555.19,2023-06-23 01:00:00
2,10687.51,9987.11,2084.06,46.58,22805.26,2023-06-23 02:00:00
3,10962.92,9625.43,1941.05,45.13,22574.53,2023-06-23 03:00:00
4,10163.49,9513.41,1956.36,44.35,21677.61,2023-06-23 04:00:00
5,10184.63,9609.89,1889.66,45.02,21729.19,2023-06-23 05:00:00
6,10533.79,9934.07,1903.13,46.26,22417.24,2023-06-23 06:00:00
7,10972.74,10132.8,1921.21,48.24,23074.99,2023-06-23 07:00:00
8,11317.2,10221.46,1909.85,49.11,23497.63,2023-06-23 08:00:00
9,11515.12,10638.12,1921.17,48.54,24122.96,2023-06-23 09:00:00
10,11120.74,10817.97,1734.83,48.8,23722.33,2023-06-23 10:00:00
11,10883.81,11014.43,1496.59,50.2,23445.03,2023-06-23 11:00:00
12,10289.14,10800.54,1498.22,52.86,22640.75,2023-06-23 12:00:00
13,9504.61,10621.5,1260.95,56.24,21443.31,2023-06-23 13:00:00
14,9415.62,10444.54,1190.08,62.07,21112.35,2023-06-23 14:00:00
15,9508.59,10145.41,1182.67,67.29,20903.96,2023-06-23 15:00:00
16,9898.27,10521.65,1362.01,73.15,21855.08,2023-06-23 16:00:00
17,10605.49,11036.61,1546.92,77.5,23266.52,2023-06-23 17:00:00
18,11318.26,11557.5,1893.99,80.91,24850.66,2023-06-23 18:00:00
19,11785.52,11978.82,2206.86,80.01,26051.21,2023-06-23 19:00:00
20,12367.28,11979.16,2345.05,76.2,26767.69,2023-06-23 20:00:00
21,12654.39,12165.3,2459.55,71.56,27350.79,2023-06-23 21:00:00
22,12621.7,12027.84,2432.99,64.97,27147.52,2023-06-23 22:00:00
23,12005.72,11540.92,2266.45,58.37,25871.46,2023-06-23 23:00:00
0,11302.03,10957.02,2094.96,52.59,24406.6,2023-06-24 00:00:00
1,10941.0,10346.96,2087.97,48.31,23424.25,2023-06-24 01:00:00
2,10451.45,9879.31,1977.89,45.1,22353.75,2023-06-24 02:00:00
3,10184.08,9505.15,1917.82,43.35,21650.39,2023-06-24 03:00:00
4,9983.23,9278.92,1851.24,42.45,21155.83,2023-06-24 04:00:00
5,9918.0,9179.48,1814.21,42.77,20954.46,2023-06-24 05:00:00
6,10043.12,9187.21,1794.9,43.66,21068.86,2023-06-24 06:00:00
7,10110.67,9015.44,1771.79,44.8,20942.69,2023-06-24 07:00:00
8,10370.77,9193.26,1779.85,44.6,21388.47,2023-06-24 08:00:00
9,10487.87,9819.09,1896.18,44.93,22248.07,2023-06-24 09:00:00
10,10179.16,9716.89,1585.02,46.24,21527.3,2023-06-24 10:00:00
11,9602.18,9941.4,1310.25,49.29,20903.13,2023-06-24 11:00:00
12,8965.31,9952.78,1051.1,55.28,20024.47,2023-06-24 12:00:00
13,8487.46,9790.65,1117.09,61.54,19456.74,2023-06-24 13:00:00
14,8346.39,9529.48,1091.0,69.52,19036.45,2023-06-24 14:00:00
15,8812.57,9150.48,1021.95,75.89,19060.9,2023-06-24 15:00:00
16,8810.06,9569.3,1103.75,80.94,19564.05,2023-06-24 16:00:00
17,9385.27,10268.3,1358.5,85.58,21097.66,2023-06-24 17:00:00
18,10115.15,11029.27,1739.38,88.83,22972.63,2023-06-24 18:00:00
19,11156.39,11489.96,2072.92,88.32,24807.6,2023-06-24 19:00:00
20,11918.19,11735.7,2239.08,83.55,25976.52,2023-06-24 20:00:00
21,12158.61,11898.69,2351.77,77.12,26486.2,2023-06-24 21:00:00
22,12140.21,11815.3,2337.04,68.8,26361.37,2023-06-24 22:00:00
23,11594.16,11360.97,2217.18,61.61,25233.93,2023-06-24 23:00:00
0,10989.76,10768.8,2077.53,55.39,23891.48,2023-06-25 00:00:00
1,10588.72,10205.12,2056.12,50.46,22900.41,2023-06-25 01:00:00
2,10121.93,9636.02,1984.72,47.0,21789.66,2023-06-25 02:00:00
3,9779.71,9269.18,1841.35,44.77,20935.01,2023-06-25 03:00:00
4,9539.1,9061.76,1809.82,43.97,20454.65,2023-06-25 04:00:00
5,9476.19,8932.12,1774.01,43.77,20226.09,2023-06-25 05:00:00
6,9507.0,8863.78,1758.72,44.18,20173.68,2023-06-25 06:00:00
7,9420.69,8670.79,1751.43,45.7,19888.62,2023-06-25 07:00:00
8,9385.11,8638.56,1748.7,47.19,19819.56,2023-06-25 08:00:00
9,9410.79,9150.73,1907.49,48.51,20517.52,2023-06-25 09:00:00
10,9236.91,9199.36,1617.58,50.57,20104.41,2023-06-25 10:00:00
11,8833.06,9172.7,1280.02,54.28,19340.05,2023-06-25 11:00:00
12,8328.92,9204.26,1018.71,59.2,18611.09,2023-06-25 12:00:00
13,8056.32,9137.14,887.53,64.89,18145.87,2023-06-25 13:00:00
14,7876.74,9012.42,876.74,70.17,17836.07,2023-06-25 14:00:00
15,8080.45,9008.85,954.84,74.72,18118.86,2023-06-25 15:00:00
16,8443.42,9458.06,1096.72,79.19,19077.4,2023-06-25 16:00:00
17,9252.82,10201.27,1366.3,83.66,20904.05,2023-06-25 17:00:00
18,10007.13,11063.11,1764.37,86.48,22921.09,2023-06-25 18:00:00
19,11049.52,11810.59,2176.4,84.91,25121.42,2023-06-25 19:00:00
20,11829.66,11916.94,2322.76,81.11,26150.48,2023-06-25 20:00:00
21,12151.87,12008.03,2439.52,76.27,26675.69,2023-06-25 21:00:00
22,12060.87,11868.47,2421.83,68.81,26419.99,2023-06-25 22:00:00
23,11505.31,11352.09,2215.13,60.65,25133.18,2023-06-25 23:00:00
0,10730.94,10612.48,2042.48,54.26,23440.16,2023-06-26 00:00:00
1,10526.19,10177.55,2099.41,49.89,22853.03,2023-06-26 01:00:00
2,10128.28,9740.26,2037.5,47.02,21953.06,2023-06-26 02:00:00
3,9930.64,9434.29,1912.47,45.31,21322.71,2023-06-26 03:00:00
4,9664.31,9367.76,1838.47,44.55,20915.09,2023-06-26 04:00:00
5,9808.36,9431.82,1891.32,45.52,21177.03,2023-06-26 05:00:00
6,10245.94,9691.52,1921.05,47.68,21906.19,2023-06-26 06:00:00
7,11076.9,9943.45,1981.67,50.7,23052.72,2023-06-26 07:00:00
8,11448.11,10232.72,2042.12,53.75,23776.7,2023-06-26 08:00:00
9,11453.29,10425.11,1964.9,56.0,23899.31,2023-06-26 09:00:00
10,11001.76,10859.87,1669.51,57.29,23588.42,2023-06-26 10:00:00
11,10383.76,10865.9,1378.05,61.19,22688.9,2023-06-26 11:00:00
12,9979.45,11187.44,1294.16,65.73,22526.78,2023-06-26 12:00:00
13,9852.48,11358.57,1298.81,70.68,22580.53,2023-06-26 13:00:00
14,9879.65,11567.25,1375.11,76.0,22898.04,2023-06-26 14:00:00
15,10133.34,11503.6,1579.79,81.6,23298.33,2023-06-26 15:00:00
16,10727.34,11775.46,1729.84,85.42,24318.05,2023-06-26 16:00:00
17,11299.39,12354.76,1879.1,89.31,25622.56,2023-06-26 17:00:00
18,11620.28,12864.62,2102.28,91.58,26678.76,2023-06-26 18:00:00
19,12374.21,13028.24,2330.42,91.02,27823.9,2023-06-26 19:00:00
20,12887.89,13111.84,2424.76,85.36,28509.85,2023-06-26 20:00:00
21,12987.74,13114.63,2559.63,81.1,28743.09,2023-06-26 21:00:00
22,12767.76,12872.11,2447.75,73.6,28161.26,2023-06-26 22:00:00
23,11990.11,12221.54,2326.1,64.62,26602.37,2023-06-26 23:00:00
0,11446.7,11434.32,2079.53,57.93,25018.48,2023-06-27 00:00:00
1,11091.24,10844.35,2091.06,52.89,24079.54,2023-06-27 01:00:00
2,10593.61,10301.71,2097.26,48.88,23041.46,2023-06-27 02:00:00
3,10263.57,9913.13,1895.11,46.77,22118.59,2023-06-27 03:00:00
4,10127.95,9746.8,1888.5,46.01,21809.26,2023-06-27 04:00:00
5,10164.08,9901.77,1874.87,46.76,21987.49,2023-06-27 05:00:00
6,10593.97,10148.84,1914.72,48.19,22705.73,2023-06-27 06:00:00
7,11217.32,10368.97,2023.12,54.2,23663.61,2023-06-27 07:00:00
8,11366.5,10611.37,2129.66,54.54,24162.07,2023-06-27 08:00:00
9,11436.98,11089.92,2032.88,54.53,24614.31,2023-06-27 09:00:00
10,11118.14,11337.3,1862.47,59.18,24377.1,2023-06-27 10:00:00
11,10526.56,11561.75,1593.07,64.48,23745.86,2023-06-27 11:00:00
12,10392.53,11582.84,1379.64,79.92,23434.94,2023-06-27 12:00:00
13,10215.67,11328.87,1341.41,80.69,22966.65,2023-06-27 13:00:00
14,10131.41,11613.78,1290.4,87.18,23122.75,2023-06-27 14:00:00
15,10343.18,11762.66,1362.91,92.68,23561.43,2023-06-27 15:00:00
16,10920.79,12231.79,1491.0,90.75,24734.33,2023-06-27 16:00:00
17,11560.17,12754.02,1760.9,96.08,26171.17,2023-06-27 17:00:00
18,12064.67,13289.86,2121.21,99.0,27574.75,2023-06-27 18:00:00
19,12866.13,13526.79,2337.0,98.75,28828.68,2023-06-27 19:00:00
20,13442.57,13595.98,2453.98,89.34,29581.87,2023-06-27 20:00:00
21,13574.21,13592.31,2610.53,82.77,29859.81,2023-06-27 21:00:00
22,13375.62,13389.17,2502.02,75.02,29341.85,2023-06-27 22:00:00
23,12575.49,12700.61,2312.19,65.92,27654.2,2023-06-27 23:00:00
0,11685.77,11818.81,2123.91,59.04,25687.52,2023-06-28 00:00:00
1,11173.86,11078.32,2135.26,54.32,24441.74,2023-06-28 01:00:00
2,10655.96,10507.95,2020.9,50.69,23235.5,2023-06-28 02:00:00
3,10349.96,10077.55,1952.5,48.05,22428.06,2023-06-28 03:00:00
4,10131.55,9880.45,1885.46,47.1,21944.56,2023-06-28 04:00:00
5,10251.51,9970.38,1896.46,47.81,22166.16,2023-06-28 05:00:00
6,10655.85,10326.31,1943.42,49.19,22974.77,2023-06-28 06:00:00
7,11149.21,10619.2,2105.53,54.28,23928.21,2023-06-28 07:00:00
8,11524.83,10914.02,2355.24,101.58,24895.66,2023-06-28 08:00:00
